author,Start,End,Price,lower bound,upper bound,route,Currency,Price EUR 2014,Service,Year,Source,Comment
nkb,Czech Republic,France,"1,400",,,West Balkans,EUR,1727,,2004,https://www.bfm.admin.ch/dam/data/bfm/publiservice/service/forschung/illegale_migrationpublic.pdf,p. 6
sgr,Czech Republic,France,"1,500",,,West Balkans,USD,2200,,2001,"Spiegel, April 30th 2001",Costs per person
alice,Czech Republic,Germany,900,,,West Balkans,USD,869,diverse,2005,"Spiegel, April 30th 2005",on a price list of a trafficking organisation
alice,Czech Republic,Germany,"1,700",,,,DEM,1135,diverse,2001,"Spiegel, April 30th 2001",remuneration for trafficker per transport
alice,Czech Republic,Germany,"1,500",,,,DEM,1002,diverse,2001,"Spiegel, April 30th 2001",Costs per person
nkb,Czech Republic,Germany,400,,,West Balkans,EUR,493,,2004,https://www.bfm.admin.ch/dam/data/bfm/publiservice/service/forschung/illegale_migrationpublic.pdf,p. 6
sgr,Czech Republic,Germany,900,,,West Balkans,USD,1320,,2001,"Spiegel, April 30th 2001",Costs per person
nkb,Czech Republic,Hamburg,800,,,West Balkans,EUR,987,,2004,https://www.bfm.admin.ch/dam/data/bfm/publiservice/service/forschung/illegale_migrationpublic.pdf,p. 6
alice,Czech Republic,Italy,850,700,"1,000",,USD,803,diverse,2006,"Spiegel, April 30th 2006",on a price list of a trafficking organisation
alice,Czech Republic,,50,,,,USD,49,"Accomodation, 1 night",2004,"Spiegel, April 30th 2004",on a price list of a trafficking organisation
nkb,Dakar,Tenerife,500,,,West African,EUR,500,,2014,http://www.ipsnews.net/2014/03/sea-swallows-stories-africans-drowned-ceuta/,
Adam (GITOC),Damascus,Paris,"4,000",,,,EUR,4000,Unclear,2015,"Q Code Magazine, 10 March 2015, http://www.qcodemag.it/2015/03/10/corridoio-nord-la-nuova-rotta-dei-migranti/",Price per person for Syrians
Adam (GITOC),Damascus,Paris,,,"30,000",,EUR,,Unclear,2015,"Q Code Magazine, 10 March 2015, http://www.qcodemag.it/2015/03/10/corridoio-nord-la-nuova-rotta-dei-migranti/",Upper bound for Damascus-to-Paris journey if fake documents are needed
Adam (GITOC),Darfur,Italy,"3,000",,,Central Med +,USD,2250,,2014,"Toronto Star, 7 November 2014, http://www.thestar.com/news/world/2014/11/07/dodging_death_on_the_mediterranean.html",Price per person for 2 Sudanese
Adam (GITOC),"Delta State, Nigeria",Agadez,117,,,,EUR,117,,2015,"BBC News, 23 April 2015, http://www.bbc.com/news/world-europe-32421238",First stage of journey: Delta State (Nigeria)-->Agadez-->Tripoli-->Italy
nkb,Dirkou,Agadez,300,,,,USD,226,no information,2011,http://english.cntv.cn/program/newsupdate/20110819/106365.shtml,Fleeing violence in Libya
nkb,DR Congo,Europe,"3,500",,,,EUR,4317,,2004,https://www.bfm.admin.ch/dam/data/bfm/publiservice/service/forschung/illegale_migrationpublic.pdf,p. 6
Adam (GITOC),"Dunkirk, France",United Kingdom,"1,500",,"2,000",,GBP,1500,Refrigerated truck,2014,"Daily Mail, 23 November 2014, http://www.dailymail.co.uk/news/article-2846193/How-break-Britain-Migrants-Calais-offered-menu-prices-people-smugglers-ranging-700-economy-class-6-500-secured-place-lorry.html",Price quoted to undercover reporter for a place in a refrigerated truck from Dunkirk to the UK. Smugglers were Kurdish gang based in Dunkirk
Adam (GITOC),East Africa,Greece,,"2,000","3,000",East Med Sea+,EUR,,"Plane, overland, and boat",2011,"Anna Triandafyllidou and Thanos Maroukis, 2013, Migrant Smuggling: Irregular Migration from Asia and Africa to Europe","Plane from East African cities to Cairo, then plane to Istanbul, then either overland to Greece across the Evros or overland to the Aegean coast of Turkey and boat to Greece"
sgr,Eastern Europe,Western Europe,"2,750",500,"5,000",West Balkans,USD,3974,diverse,2000,"Der Bund, June 20th 2000",Costs per person
Adam (GITOC),Egypt,Europe,"2,250","1,500","3,000",Central Med,USD,2250,Boat,2015,"Deutsche Welle, 15 May 2015, http://www.dw.de/new-networks-trafficking-syrians-from-egypt-to-europe/a-18453011",Prices for Syrians
Adam (GITOC),Egypt,Greece,"2,050","1,900","2,200",,USD,1804,,2015,Interview by GITOC researchers (PK),"Used to be $1900, but apparently has gone up to $2200 in 2015"
Adam (GITOC),Egypt,Italy,"5,000","4,000","6,000",Central Med,EUR,5103,Fishing Boat,2012,"INHESJ, February 2013, http://www.inhesj.fr/sites/default/files/trafic_illicite_de_migrants_v2.pdf",
nkb,Egypt,Sweden,"9,300",,,,USD,7013,"boat, unknown transfer by land",2013,http://www.zeit.de/politik/ausland/2013-10/fluechtlinge-mittelmeer-syrien-eritrea,
Adam (GITOC),Egypt,Greece,"1,000",,,East Med Sea+,EUR,1080,Plane and boat,2010,"Anna Triandafyllidou and Thanos Maroukis, 2013, Migrant Smuggling: Irregular Migration from Asia and Africa to Europe","Plane to Istanbul, boat to Greek islands"
Adam (GITOC),Egypt,Europe,"2,250","1,500","3,000",Central Med,USD,1688,Boat,2014,"The Nation, 11 February 2015, http://www.thenation.com/article/197833/why-syrian-refugees-risk-journey-death-europe#",Price per person for Egyptians
Adam (GITOC),Egypt,Italy,"3,500",,,Central Med,USD,2639,Boat,2013,"Q Code Magazine, 10 October 2013, http://www.qcodemag.it/2013/10/10/profughi-siria/",Price per person for Syrian adults; price negotiated in Damascus
Adam (GITOC),Egypt,Italy,"1,500",,,Central Med,USD,1131,Boat,2013,"Q Code Magazine, 10 October 2013, http://www.qcodemag.it/2013/10/10/profughi-siria/",Price per person for Syrian adolescents; price negotiated in Damascus
petros,Egypt,Italy,"2,000",,,Central Med,EUR,2516,Boat,2003,http://www.naftemporiki.gr/story/46339/sooi-31-lathrometanastes-sti-siteia-tis-kritis,
Lise,Eritrea,Denmark,"5,000",,,,USD,3980,,2012,"Organisation: Refugees Welcome, Denmark",Cost per person.
Lise,Eritrea,Denmark,"7,000",,,,USD,7000,"Car, boat, train",2014,"Organization, Refugees Welcome, Denmark",Costs per person
Adam (GITOC),Eritrea,Europe,"5,000",,,,USD,3750,,2014,"The Guardian, 20 October 2014, http://www.theguardian.com/world/2014/oct/20/-sp-migrants-tales-asylum-sea-mediterranean",
alice,Eritrea,Europe,"10,000",,,,USD,7541,"car, accomodation, ferry",2013,"Süddeutsche Zeitung, April 25th 2015",Costs per person
Adam (GITOC),Eritrea,Italy,"5,000",,,,USD,4400,Fishing boat,2015,"UNHCR, 20 April 2015, http://www.unhcr.org/55351f4f9.html",Price for Eritrean mother and baby daughter from Eritrea to Italy via South Sudan and Libya
Adam (GITOC),Eritrea,Khartoum,125,100,150,,USD,94,Foot or pickup truck,2013,"Altai Consulting, November 2013, http://www.refworld.org/pdfid/52b43f594.pdf","From Asmara or Massawa, via Tasseney or Guluj (Eritrea), then Sudanese states of Gedaref, Kassala, or Red Sea, then to UNHCR camps, then coordinate trip to Khartoum"
nelsonmau,Eritrea,Libya,"7,000",,,Central Med,USD,6160,Pickup trucks,2015,The Guardian http://www.theguardian.com/world/2015/apr/24/libyas-people-smugglers-how-will-they-catch-us-theyll-soon-move-on?CMP=share_btn_tw,
Adam (GITOC),Eritrea,Libya,"6,000",,,,USD,6000,Vehicle and boat,2015,"The Economist, 25 April 2015, http://www.economist.com/news/briefing/21649488-those-peril",
alice,Eritrea,Sudan,"6,000",,,,USD,5280,car,2015,"Süddeutsche Zeitung, April 25th 2015","Costs for two people 
"
Adam (GITOC),Eritrea,Greece,,"1,500","2,000",East Med Sea+,EUR,,"Plane, overland, and boat",2010,"Anna Triandafyllidou and Thanos Maroukis, 2013, Migrant Smuggling: Irregular Migration from Asia and Africa to Europe","Plane to Cairo, plane to Istanbul, overland to Aegean coast or Evros river, then boat across river or across Aegean"
Adam (GITOC),Eritrea,Libya,,"2,000","4,000",,USD,,Overland,2013,"Swiss government, 2014, http://www.ksmm.admin.ch/dam/data/ksmm/dokumentation/berichte/ber-ksmm-2014-f.pdf",
Adam (GITOC),Eritrea,Israel,"15,000",,,,USD,11315,Overland,2011,"UNHCR, March 2013, http://www.unhcr.org/51407fc69.pdf",Price per person to be smuggled from Eritrea to Israel via Sudan and the Sinai
Adam (GITOC),Eritrea,Sicily,,,"3,500",Central Med+,USD,,Overland and boat,2014,"Toronto Star, 7 November 2014, http://www.thestar.com/news/world/2014/11/07/young_and_alone_with_an_uncertain_future.html",Price for Eritrean boys
Adam (GITOC),Eritrea,Tripoli,"1,600",,,,USD,1207,Overland,2013,"Q Code Magazine, 12 December 2013, http://www.qcodemag.it/2013/12/12/carta-di-lampedusa-seconda-puntata/",Price per person for 22- and 25-year-old Eritreans
Lise,Ethiopia,Denmark,"6,150",,,,EUR,6184,"car, boat, car",2013,"Organization, Refugees Welcome, Denmark",Costs per person
Adam (GITOC),Ethiopia,Libya,"7,000",,,,USD,6160,Pick-up trucks,2015,"The Guardian, 24 April 2015, http://www.theguardian.com/world/2015/apr/24/libyas-people-smugglers-how-will-they-catch-us-theyll-soon-move-on","Eritrean nurse, journey took a week overland"
nelsonmau,Europe,Messico,"3,000",,,,EUR,3000,"Plane, green card from Ambassy",2015,Glauco's Investigation https://goo.gl/8dem2b,
nkb,France,Switzerland,200,,,,EUR,247,,2004,https://www.bfm.admin.ch/dam/data/bfm/publiservice/service/forschung/illegale_migrationpublic.pdf,p. 6
petros,FYROM,Greece,"1,250","1,000","1,500",,EUR,1509,,2005,http://www.naftemporiki.gr/story/100084/pgdm-eksarthrothike-kukloma-lathrometasteusis-me-proorismo-tin-ellada,
Red Cross,GAMBIA,Spain,50000,,,West African,GMD,1622,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,GAMBIA,Spain,1000,,,West African,EUR,1154,Seat on a boat from Mauritania,2007,Red Cross,Year is range 2006-2031
Red Cross,GAMBIA,Spain,1000,,,West African,EUR,1154,Seat on a boat from Mauritania,2007,Red Cross,Year is range 2006-2049
Red Cross,GAMBIA,Spain,35000,,,West African,GMD,1135,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,GAMBIA,Spain,35000,,,West African,GMD,1135,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,GAMBIA,Spain,350000,,,West African,MRO,1131,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,GAMBIA,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,GAMBIA,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,GAMBIA,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,GAMBIA,Spain,32000,,,West African,GMD,1038,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,GAMBIA,Spain,300000,,,West African,MRO,970,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,GAMBIA,Spain,300000,,,West African,MRO,970,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,GAMBIA,Spain,300000,,,West African,MRO,970,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,GAMBIA,Spain,300000,,,West African,MRO,970,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,GAMBIA,Spain,500000,,,West African,XAF,866,Seat on a boat from Mauritania,2007,Red Cross,Not sure of the currency
Red Cross,GAMBIA,Spain,500000,,,West African,XAF,866,Seat on a boat from Mauritania,2007,Red Cross,Not sure of the currency
Red Cross,GAMBIA,Spain,500000,,,West African,XAF,866,Seat on a boat from Mauritania,2007,Red Cross,Not sure of the currency
Red Cross,GAMBIA,Spain,500000,,,West African,XAF,866,Seat on a boat from Mauritania,2007,Red Cross,Not sure of the currency
Red Cross,GAMBIA,Spain,500000,,,West African,XAF,866,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,GAMBIA,Spain,500000,,,West African,XAF,866,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,GAMBIA,Spain,500000,,,West African,XAF,866,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,GAMBIA,Spain,500000,,,West African,XAF,866,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,GAMBIA,Spain,500000,,,West African,XAF,866,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,GAMBIA,Spain,250000,,,West African,MRO,808,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,GAMBIA,Spain,250000,,,West African,MRO,808,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,GAMBIA,Spain,250000,,,West African,MRO,808,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,GAMBIA,Spain,250000,,,West African,MRO,808,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,GAMBIA,Spain,250000,,,West African,MRO,808,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,GAMBIA,Spain,250000,,,West African,MRO,808,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,GAMBIA,Spain,450000,,,West African,XAF,779,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,GAMBIA,Spain,400000,,,West African,XAF,693,Seat on a boat from Mauritania,2007,Red Cross,Not sure of the currency
Red Cross,GAMBIA,Spain,400000,,,West African,XAF,693,Seat on a boat from Mauritania,2007,Red Cross,Not sure of the currency
Red Cross,GAMBIA,Spain,400000,,,West African,XAF,693,Seat on a boat from Mauritania,2007,Red Cross,Not sure of the currency
Red Cross,GAMBIA,Spain,400000,,,West African,XAF,693,Seat on a boat from Mauritania,2007,Red Cross,Not sure of the currency
Red Cross,GAMBIA,Spain,400000,,,West African,XAF,693,Seat on a boat from Mauritania,2007,Red Cross,Not sure of the currency
Red Cross,GAMBIA,Spain,400000,,,West African,XAF,693,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,GAMBIA,Spain,400000,,,West African,XAF,693,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,GAMBIA,Spain,400000,,,West African,XAF,693,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,GAMBIA,Spain,400000,,,West African,XAF,693,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,GAMBIA,Spain,400000,,,West African,XAF,693,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,GAMBIA,Spain,400000,,,West African,XAF,693,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,GAMBIA,Spain,400000,,,West African,XAF,693,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,GAMBIA,Spain,400000,,,West African,XAF,693,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,GAMBIA,Spain,400000,,,West African,XAF,693,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,GAMBIA,Spain,375000,,,West African,XAF,649,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,GAMBIA,Spain,200000,,,West African,MRO,646,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,GAMBIA,Spain,200000,,,West African,MRO,646,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,GAMBIA,Spain,200000,,,West African,MRO,646,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,GAMBIA,Spain,200000,,,West African,MRO,646,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,GAMBIA,Spain,200000,,,West African,MRO,646,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,GAMBIA,Spain,200000,,,West African,MRO,646,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,GAMBIA,Spain,200000,,,West African,MRO,646,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,GAMBIA,Spain,200000,,,West African,MRO,646,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,GAMBIA,Spain,200000,,,West African,MRO,646,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,GAMBIA,Spain,200000,,,West African,MRO,646,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,GAMBIA,Spain,200000,,,West African,MRO,646,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,GAMBIA,Spain,200000,,,West African,MRO,646,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,GAMBIA,Spain,200000,,,West African,MRO,646,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,GAMBIA,Spain,200000,,,West African,MRO,646,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,GAMBIA,Spain,200000,,,West African,MRO,646,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,GAMBIA,Spain,200000,,,West African,MRO,646,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,GAMBIA,Spain,200000,,,West African,MRO,646,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,GAMBIA,Spain,200000,,,West African,MRO,646,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,GAMBIA,Spain,350000,,,West African,XAF,606,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,GAMBIA,Spain,500,,,West African,EUR,577,Seat on a boat from Mauritania,2007,Red Cross,Year is range 2006-2008
Red Cross,GAMBIA,Spain,300000,,,West African,XAF,519,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,GAMBIA,Spain,300000,,,West African,XAF,519,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,GAMBIA,Spain,300000,,,West African,XAF,519,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,GAMBIA,Spain,300000,,,West African,XAF,519,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,GAMBIA,Spain,300000,,,West African,XAF,519,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,GAMBIA,Spain,300000,,,West African,XAF,519,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,GAMBIA,Spain,300000,,,West African,XAF,519,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,GAMBIA,Spain,15000,,,West African,GMD,487,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,GAMBIA,Spain,150000,,,West African,MRO,485,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,GAMBIA,Spain,150000,,,West African,MRO,485,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,GAMBIA,Spain,150000,,,West African,MRO,485,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,GAMBIA,Spain,150000,,,West African,MRO,485,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,GAMBIA,Spain,150000,,,West African,MRO,485,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,GAMBIA,Spain,150000,,,West African,MRO,485,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,GAMBIA,Spain,150000,,,West African,MRO,485,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,GAMBIA,Spain,150000,,,West African,MRO,485,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,GAMBIA,Spain,150000,,,West African,MRO,485,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,GAMBIA,Spain,150000,,,West African,MRO,485,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,GAMBIA,Spain,140000,,,West African,MRO,452,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,GAMBIA,Spain,250000,,,West African,XAF,433,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,GAMBIA,Spain,250000,,,West African,XAF,433,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,GAMBIA,Spain,300,,,West African,EUR,346,Seat on a boat from Mauritania,2007,Red Cross,Year is range 2006-2009
Red Cross,GAMBIA,Spain,200000,,,West African,XAF,346,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,GAMBIA,Spain,200000,,,West African,XAF,346,Seat on a boat from Mauritania,2007,Red Cross,
